ref_compo,categorie,aero,desc,lifespan,taux_usure_actuel,cout
REAB747-B747_4211-1,Composants Critiques,B747_4211,Réacteur droit,13626,26.651860000000003,17559
SYSB747-B747_4211-2,Composants Critiques,B747_4211,Système de navigation,10541,60.62000999999999,16514
ORDB747-B747_4211-3,Composants Critiques,B747_4211,Ordinateur de vol,10441,16.01901,16047
AUTB747-B747_4211-4,Composants Critiques,B747_4211,Autopilote,14847,21.68667,19362
SYSB747-B747_4211-5,Composants Critiques,B747_4211,Système de contrôle de vol,12580,64.24380000000001,19492
RADB747-B747_4211-6,Composants Critiques,B747_4211,Radar météorologique,11923,54.44303,17567
SYSB747-B747_4211-7,Composants Critiques,B747_4211,Système de communication radio,10370,58.02570000000001,19214
SYSB747-B747_4211-8,Composants Critiques,B747_4211,Système de gestion de carburant,13219,28.083590000000004,18351
SYSB747-B747_4211-9,Composants Critiques,B747_4211,Système d'alerte de proximité au sol (GPWS),10423,65.74803,18680
SYSB747-B747_4211-10,Composants Critiques,B747_4211,Système de commande des gaz,11747,57.85567,18091
UNIB747-B747_4211-11,Composants Critiques,B747_4211,Unité de gestion de l'air,13224,43.696640000000016,17834
SYSB747-B747_4211-12,Composants Critiques,B747_4211,Système de gestion électrique,10409,64.60949000000001,16266
SYSB747-B747_4211-13,Composants Critiques,B747_4211,Système d'atterrissage automatique,13537,28.40757,15045
SYSB747-B747_4211-14,Composants Critiques,B747_4211,Système de surveillance du trafic aérien,10023,15.74403,17135
SYSB747-B747_4211-15,Composants Majeurs,B747_4211,Système hydraulique principal,14811,45.12471000000001,14197
GENB747-B747_4211-16,Composants Majeurs,B747_4211,Générateur électrique,13716,21.266760000000005,10833
TRAB747-B747_4211-17,Composants Majeurs,B747_4211,Train d'atterrissage principal,10389,48.94729,12512
TRAB747-B747_4211-18,Composants Majeurs,B747_4211,Train d'atterrissage avant,13964,45.22804000000001,14173
SYSB747-B747_4211-19,Composants Majeurs,B747_4211,Système anti-givre,14807,41.53227,13366
AILB747-B747_4211-20,Composants Majeurs,B747_4211,Ailerons,10524,36.40964,10290
EMPB747-B747_4211-21,Composants Majeurs,B747_4211,Empennage,13736,64.23896000000002,10528
FLAB747-B747_4211-22,Composants Majeurs,B747_4211,Flaps,11025,43.26525,14480
SPOB747-B747_4211-23,Composants Majeurs,B747_4211,Spoilers,13426,8.73986,12456
FREB747-B747_4211-24,Composants Majeurs,B747_4211,Freins,11015,48.87915000000001,12664
SYSB747-B747_4211-25,Composants Majeurs,B747_4211,Système de contrôle des surfaces de vol,11125,6.9262500000000005,12191
GOUB747-B747_4211-26,Composants Majeurs,B747_4211,Gouvernail de direction,12643,37.01223,12059
SYSB747-B747_4211-27,Composants Majeurs,B747_4211,Système de pressurisation,11338,62.78618,13233
SYSB747-B747_4211-28,Composants Majeurs,B747_4211,Système de conditionnement d'air,10343,26.109229999999997,13453
SYSB747-B747_4211-29,Composants Majeurs,B747_4211,Système d'extinction d'incendie,11971,52.042310000000015,10109
ECLB747-B747_4211-30,Composants Secondaires,B747_4211,Éclairage de cabine,12779,61.41519,4788
SIEB747-B747_4211-31,Composants Secondaires,B747_4211,Siège pilote,12106,20.27466,2151
SIEB747-B747_4211-32,Composants Secondaires,B747_4211,Siège copilote,14200,40.702000000000005,3722
SYSB747-B747_4211-33,Composants Secondaires,B747_4211,Système de divertissement en vol,13985,58.93085,2723
SYSB747-B747_4211-34,Composants Secondaires,B747_4211,Système d'annonce publique,13876,26.42436,2021
TOIB747-B747_4211-35,Composants Secondaires,B747_4211,Toilettes,13230,47.3603,4801
SYSB747-B747_4211-36,Composants Majeurs,B747_4211,Système de conditionnement d'air,10343,40.37923000000001,13453
DETB747-B747_4211-37,Composants Secondaires,B747_4211,Détecteurs de fumée,11066,40.05026,2147
ECLB747-B747_4211-38,Composants Secondaires,B747_4211,Éclairage d'urgence,14359,68.10899,4936
PORB747-B747_4211-39,Composants Secondaires,B747_4211,Porte cargo,11447,43.022670000000005,2850
SYSB747-B747_4211-40,Composants Secondaires,B747_4211,Systèmes d'oxygène d'urgence,13038,29.86318,4745
PORB747-B747_4211-41,Composants Secondaires,B747_4211,Portes passagers,13107,37.07527,3053
HUBB747-B747_4211-42,Composants Secondaires,B747_4211,Hublots,68978,9.31203,3593
ECLB747-B747_4211-43,Composants Secondaires,B747_4211,Éclairage de la cabine,10639,19.449790000000004,4965
SYSB747-B747_4211-44,Composants Secondaires,B747_4211,Système d'approvisionnement en eau,12796,16.06556,4701
REAA321-A321_1460-0,Composants Critiques,A321_1460,Réacteur gauche,13045,42.657275000000006,15552
REAA321-A321_1460-1,Composants Critiques,A321_1460,Réacteur droit,13626,6.774870000000001,17559
SYSA321-A321_1460-2,Composants Critiques,A321_1460,Système de navigation,10541,57.837795,16514
ORDA321-A321_1460-3,Composants Critiques,A321_1460,Ordinateur de vol,10441,35.268295,16047
AUTA321-A321_1460-4,Composants Critiques,A321_1460,Autopilote,14847,32.629265000000004,19362
SYSA321-A321_1460-5,Composants Critiques,A321_1460,Système de contrôle de vol,12580,22.7071,19492
RADA321-A321_1460-6,Composants Critiques,A321_1460,Radar météorologique,11923,58.62188499999999,17567
SYSA321-A321_1460-7,Composants Critiques,A321_1460,Système de communication radio,10370,12.123149999999995,19214
SYSA321-A321_1460-8,Composants Critiques,A321_1460,Système de gestion de carburant,13219,46.72340499999999,18351
SYSA321-A321_1460-9,Composants Critiques,A321_1460,Système d'alerte de proximité au sol (GPWS),10423,48.46938500000001,18680
SYSA321-A321_1460-10,Composants Critiques,A321_1460,Système de commande des gaz,11747,38.50476499999999,18091
UNIA321-A321_1460-11,Composants Critiques,A321_1460,Unité de gestion de l'air,13224,51.94587999999999,17834
SYSA321-A321_1460-12,Composants Critiques,A321_1460,Système de gestion électrique,10409,21.692455,16266
SYSA321-A321_1460-13,Composants Critiques,A321_1460,Système d'atterrissage automatique,13537,26.930815000000003,15045
SYSA321-A321_1460-14,Composants Critiques,A321_1460,Système de surveillance du trafic aérien,10023,54.071385000000014,17135
SYSA321-A321_1460-15,Composants Majeurs,A321_1460,Système hydraulique principal,14811,48.311445000000006,14197
GENA321-A321_1460-16,Composants Majeurs,A321_1460,Générateur électrique,13716,18.89942,10833
TRAA321-A321_1460-17,Composants Majeurs,A321_1460,Train d'atterrissage principal,10389,12.812554999999998,12512
TRAA321-A321_1460-18,Composants Majeurs,A321_1460,Train d'atterrissage avant,13964,33.82218,14173
SYSA321-A321_1460-19,Composants Majeurs,A321_1460,Système anti-givre,14807,59.54946499999999,13366
AILA321-A321_1460-20,Composants Majeurs,A321_1460,Ailerons,10524,41.769380000000005,10290
EMPA321-A321_1460-21,Composants Majeurs,A321_1460,Empennage,13736,24.599319999999995,10528
FLAA321-A321_1460-22,Composants Majeurs,A321_1460,Flaps,11025,44.227375,14480
SPOA321-A321_1460-23,Composants Majeurs,A321_1460,Spoilers,13426,54.07587,12456
FREA321-A321_1460-24,Composants Majeurs,A321_1460,Freins,11015,63.922425,12664
SYSA321-A321_1460-25,Composants Majeurs,A321_1460,Système de contrôle des surfaces de vol,11125,5.826875,12191
GOUA321-A321_1460-26,Composants Majeurs,A321_1460,Gouvernail de direction,12643,17.568285000000007,12059
SYSA321-A321_1460-27,Composants Majeurs,A321_1460,Système de pressurisation,11338,18.39231,13233
SYSA321-A321_1460-28,Composants Majeurs,A321_1460,Système de conditionnement d'air,10343,46.129785000000005,13453
SYSA321-A321_1460-29,Composants Majeurs,A321_1460,Système d'extinction d'incendie,11971,52.625645,10109
ECLA321-A321_1460-30,Composants Secondaires,A321_1460,Éclairage de cabine,12779,23.675605000000008,4788
SIEA321-A321_1460-31,Composants Secondaires,A321_1460,Siège pilote,12106,8.02247,2151
SIEA321-A321_1460-32,Composants Secondaires,A321_1460,Siège copilote,14200,13.499,3722
SYSA321-A321_1460-33,Composants Secondaires,A321_1460,Système de divertissement en vol,13985,59.37257500000001,2723
SYSA321-A321_1460-34,Composants Secondaires,A321_1460,Système d'annonce publique,13876,64.19862,2021
TOIA321-A321_1460-35,Composants Secondaires,A321_1460,Toilettes,13230,49.72885000000001,4801
SYSA321-A321_1460-36,Composants Majeurs,A321_1460,Système de conditionnement d'air,10343,36.97978500000001,13453
DETA321-A321_1460-37,Composants Secondaires,A321_1460,Détecteurs de fumée,11066,52.73766999999999,2147
ECLA321-A321_1460-38,Composants Secondaires,A321_1460,Éclairage d'urgence,14359,11.167705,4936
PORA321-A321_1460-39,Composants Secondaires,A321_1460,Porte cargo,11447,28.076265,2850
SYSA321-A321_1460-40,Composants Secondaires,A321_1460,Systèmes d'oxygène d'urgence,13038,6.753810000000001,4745
PORA321-A321_1460-41,Composants Secondaires,A321_1460,Portes passagers,13107,16.707965,3053
HUBA321-A321_1460-42,Composants Secondaires,A321_1460,Hublots,68978,76.30411000000001,3593
ECLA321-A321_1460-43,Composants Secondaires,A321_1460,Éclairage de la cabine,10639,17.366304999999997,4965
SYSA321-A321_1460-44,Composants Secondaires,A321_1460,Système d'approvisionnement en eau,12796,52.15402,4701
REAB747-B747_4659-0,Composants Critiques,B747_4659,Réacteur gauche,13045,52.36932,15552
REAB747-B747_4659-1,Composants Critiques,B747_4659,Réacteur droit,13626,63.64369599999999,17559
SYSB747-B747_4659-2,Composants Critiques,B747_4659,Système de navigation,10541,24.666535999999997,16514
ORDB747-B747_4659-3,Composants Critiques,B747_4659,Ordinateur de vol,10441,26.22693600000001,16047
AUTB747-B747_4659-4,Composants Critiques,B747_4659,Autopilote,14847,68.63351200000001,19362
SYSB747-B747_4659-5,Composants Critiques,B747_4659,Système de contrôle de vol,12580,28.04568,19492
RADB747-B747_4659-6,Composants Critiques,B747_4659,Radar météorologique,11923,35.39840800000001,17567
SYSB747-B747_4659-7,Composants Critiques,B747_4659,Système de communication radio,10370,41.34752000000001,19214
SYSB747-B747_4659-8,Composants Critiques,B747_4659,Système de gestion de carburant,13219,27.890424000000007,18351
SYSB747-B747_4659-9,Composants Critiques,B747_4659,Système d'alerte de proximité au sol (GPWS),10423,66.02440800000001,18680
SYSB747-B747_4659-10,Composants Critiques,B747_4659,Système de commande des gaz,11747,27.665912,18091
UNIB747-B747_4659-11,Composants Critiques,B747_4659,Unité de gestion de l'air,13224,18.173904000000004,17834
SYSB747-B747_4659-12,Composants Critiques,B747_4659,Système de gestion électrique,10409,9.424664,16266
SYSB747-B747_4659-13,Composants Critiques,B747_4659,Système d'atterrissage automatique,13537,12.851752,15045
SYSB747-B747_4659-14,Composants Critiques,B747_4659,Système de surveillance du trafic aérien,10023,35.946008,17135
SYSB747-B747_4659-15,Composants Majeurs,B747_4659,Système hydraulique principal,14811,14.158456,14197
GENB747-B747_4659-16,Composants Majeurs,B747_4659,Générateur électrique,13716,31.356336,10833
TRAB747-B747_4659-17,Composants Majeurs,B747_4659,Train d'atterrissage principal,10389,26.39074399999999,12512
TRAB747-B747_4659-18,Composants Majeurs,B747_4659,Train d'atterrissage avant,13964,10.158944,14173
SYSB747-B747_4659-19,Composants Majeurs,B747_4659,Système anti-givre,14807,28.525672000000004,13366
AILB747-B747_4659-20,Composants Majeurs,B747_4659,Ailerons,10524,8.204704,10290
EMPB747-B747_4659-21,Composants Majeurs,B747_4659,Empennage,13736,40.560256,10528
FLAB747-B747_4659-22,Composants Majeurs,B747_4659,Flaps,11025,26.643399999999996,14480
SPOB747-B747_4659-23,Composants Majeurs,B747_4659,Spoilers,13426,52.374496,12456
FREB747-B747_4659-24,Composants Majeurs,B747_4659,Freins,11015,53.77644,12664
SYSB747-B747_4659-25,Composants Majeurs,B747_4659,Système de contrôle des surfaces de vol,11125,57.13299999999999,12191
GOUB747-B747_4659-26,Composants Majeurs,B747_4659,Gouvernail de direction,12643,27.289527999999997,12059
SYSB747-B747_4659-27,Composants Majeurs,B747_4659,Système de pressurisation,11338,15.731248,13233
SYSB747-B747_4659-28,Composants Majeurs,B747_4659,Système de conditionnement d'air,10343,45.458728,13453
SYSB747-B747_4659-29,Composants Majeurs,B747_4659,Système d'extinction d'incendie,11971,44.551816,10109
ECLB747-B747_4659-30,Composants Secondaires,B747_4659,Éclairage de cabine,12779,39.39418400000001,4788
SIEB747-B747_4659-31,Composants Secondaires,B747_4659,Siège pilote,12106,36.06577600000001,2151
SIEB747-B747_4659-32,Composants Secondaires,B747_4659,Siège copilote,14200,52.35319999999999,3722
SYSB747-B747_4659-33,Composants Secondaires,B747_4659,Système de divertissement en vol,13985,57.37356000000001,2723
SYSB747-B747_4659-34,Composants Secondaires,B747_4659,Système d'annonce publique,13876,19.837696,2021
TOIB747-B747_4659-35,Composants Secondaires,B747_4659,Toilettes,13230,56.40807999999999,4801
SYSB747-B747_4659-36,Composants Majeurs,B747_4659,Système de conditionnement d'air,10343,18.528728000000005,13453
DETB747-B747_4659-37,Composants Secondaires,B747_4659,Détecteurs de fumée,11066,67.041936,2147
ECLB747-B747_4659-38,Composants Secondaires,B747_4659,Éclairage d'urgence,14359,55.57386400000001,4936
PORB747-B747_4659-39,Composants Secondaires,B747_4659,Porte cargo,11447,18.667112,2850
SYSB747-B747_4659-40,Composants Secondaires,B747_4659,Systèmes d'oxygène d'urgence,13038,30.384448,4745
PORB747-B747_4659-41,Composants Secondaires,B747_4659,Portes passagers,13107,27.442472,3053
HUBB747-B747_4659-42,Composants Secondaires,B747_4659,Hublots,68978,60.64868800000001,3593
ECLB747-B747_4659-43,Composants Secondaires,B747_4659,Éclairage de la cabine,10639,37.37474399999999,4965
SYSB747-B747_4659-44,Composants Secondaires,B747_4659,Système d'approvisionnement en eau,12796,22.346016,4701
REAA330-A330_2237-0,Composants Critiques,A330_2237,Réacteur gauche,13045,20.05544500000001,15552
REAA330-A330_2237-1,Composants Critiques,A330_2237,Réacteur droit,13626,13.474346000000004,17559
SYSA330-A330_2237-2,Composants Critiques,A330_2237,Système de navigation,10541,15.580061,16514
ORDA330-A330_2237-3,Composants Critiques,A330_2237,Ordinateur de vol,10441,50.077961,16047
AUTA330-A330_2237-4,Composants Critiques,A330_2237,Autopilote,14847,53.104687,19362
SYSA330-A330_2237-5,Composants Critiques,A330_2237,Système de contrôle de vol,12580,48.17018,19492
RADA330-A330_2237-6,Composants Critiques,A330_2237,Radar météorologique,11923,12.596482999999996,17567
SYSA330-A330_2237-7,Composants Critiques,A330_2237,Système de communication radio,10370,15.726769999999997,19214
SYSA330-A330_2237-8,Composants Critiques,A330_2237,Système de gestion de carburant,13219,66.650899,18351
SYSA330-A330_2237-9,Composants Critiques,A330_2237,Système d'alerte de proximité au sol (GPWS),10423,12.224983000000002,18680
SYSA330-A330_2237-10,Composants Critiques,A330_2237,Système de commande des gaz,11747,48.979587,18091
UNIA330-A330_2237-11,Composants Critiques,A330_2237,Unité de gestion de l'air,13224,14.614504000000004,17834
SYSA330-A330_2237-12,Composants Critiques,A330_2237,Système de gestion électrique,10409,44.57488899999999,16266
SYSA330-A330_2237-13,Composants Critiques,A330_2237,Système d'atterrissage automatique,13537,44.790177000000014,15045
SYSA330-A330_2237-14,Composants Critiques,A330_2237,Système de surveillance du trafic aérien,10023,23.206583,17135
SYSA330-A330_2237-15,Composants Majeurs,A330_2237,Système hydraulique principal,14811,52.978731,14197
GENA330-A330_2237-16,Composants Majeurs,A330_2237,Générateur électrique,13716,57.919236000000005,10833
TRAA330-A330_2237-17,Composants Majeurs,A330_2237,Train d'atterrissage principal,10389,45.35046900000001,12512
TRAA330-A330_2237-18,Composants Majeurs,A330_2237,Train d'atterrissage avant,13964,39.928044,14173
SYSA330-A330_2237-19,Composants Majeurs,A330_2237,Système anti-givre,14807,66.535847,13366
AILA330-A330_2237-20,Composants Majeurs,A330_2237,Ailerons,10524,56.83780399999999,10290
EMPA330-A330_2237-21,Composants Majeurs,A330_2237,Empennage,13736,40.203656,10528
FLAA330-A330_2237-22,Composants Majeurs,A330_2237,Flaps,11025,61.469025,14480
SPOA330-A330_2237-23,Composants Majeurs,A330_2237,Spoilers,13426,20.220146,12456
FREA330-A330_2237-24,Composants Majeurs,A330_2237,Freins,11015,8.981815000000001,12664
SYSA330-A330_2237-25,Composants Majeurs,A330_2237,Système de contrôle des surfaces de vol,11125,26.001125,12191
GOUA330-A330_2237-26,Composants Majeurs,A330_2237,Gouvernail de direction,12643,55.495603,12059
SYSA330-A330_2237-27,Composants Majeurs,A330_2237,Système de pressurisation,11338,52.31469799999999,13233
SYSA330-A330_2237-28,Composants Majeurs,A330_2237,Système de conditionnement d'air,10343,36.347303,13453
SYSA330-A330_2237-29,Composants Majeurs,A330_2237,Système d'extinction d'incendie,11971,9.251091,10109
ECLA330-A330_2237-30,Composants Secondaires,A330_2237,Éclairage de cabine,12779,26.813658999999998,4788
SIEA330-A330_2237-31,Composants Secondaires,A330_2237,Siège pilote,12106,37.11842599999999,2151
SIEA330-A330_2237-32,Composants Secondaires,A330_2237,Siège copilote,14200,35.4482,3722
SYSA330-A330_2237-33,Composants Secondaires,A330_2237,Système de divertissement en vol,13985,20.543185,2723
SYSA330-A330_2237-34,Composants Secondaires,A330_2237,Système d'annonce publique,13876,67.334596,2021
TOIA330-A330_2237-35,Composants Secondaires,A330_2237,Toilettes,13230,66.58883000000002,4801
SYSA330-A330_2237-36,Composants Majeurs,A330_2237,Système de conditionnement d'air,10343,19.317303,13453
DETA330-A330_2237-37,Composants Secondaires,A330_2237,Détecteurs de fumée,11066,38.888586,2147
ECLA330-A330_2237-38,Composants Secondaires,A330_2237,Éclairage d'urgence,14359,41.39283899999999,4936
PORA330-A330_2237-39,Composants Secondaires,A330_2237,Porte cargo,11447,33.75328699999999,2850
SYSA330-A330_2237-40,Composants Secondaires,A330_2237,Systèmes d'oxygène d'urgence,13038,37.890398,4745
PORA330-A330_2237-41,Composants Secondaires,A330_2237,Portes passagers,13107,14.810147000000002,3053
HUBA330-A330_2237-42,Composants Secondaires,A330_2237,Hublots,68978,61.543138,3593
ECLA330-A330_2237-43,Composants Secondaires,A330_2237,Éclairage de la cabine,10639,35.78071899999999,4965
SYSA330-A330_2237-44,Composants Secondaires,A330_2237,Système d'approvisionnement en eau,12796,50.705916,4701
REAA340-A340_1505-0,Composants Critiques,A340_1505,Réacteur gauche,13045,16.08614,15552
REAA340-A340_1505-1,Composants Critiques,A340_1505,Réacteur droit,13626,55.104392,17559
SYSA340-A340_1505-2,Composants Critiques,A340_1505,Système de navigation,10541,27.742572,16514
ORDA340-A340_1505-3,Composants Critiques,A340_1505,Ordinateur de vol,10441,45.843372,16047
AUTA340-A340_1505-4,Composants Critiques,A340_1505,Autopilote,14847,67.263524,19362
SYSA340-A340_1505-5,Composants Critiques,A340_1505,Système de contrôle de vol,12580,60.20136,19492
RADA340-A340_1505-6,Composants Critiques,A340_1505,Radar météorologique,11923,48.21531600000001,17567
SYSA340-A340_1505-7,Composants Critiques,A340_1505,Système de communication radio,10370,53.74004000000001,19214
SYSA340-A340_1505-8,Composants Critiques,A340_1505,Système de gestion de carburant,13219,40.811348,18351
SYSA340-A340_1505-9,Composants Critiques,A340_1505,Système d'alerte de proximité au sol (GPWS),10423,27.287316000000004,18680
SYSA340-A340_1505-10,Composants Critiques,A340_1505,Système de commande des gaz,11747,18.338324000000004,18091
UNIA340-A340_1505-11,Composants Critiques,A340_1505,Unité de gestion de l'air,13224,61.525808000000005,17834
SYSA340-A340_1505-12,Composants Critiques,A340_1505,Système de gestion électrique,10409,15.034828,16266
SYSA340-A340_1505-13,Composants Critiques,A340_1505,Système d'atterrissage automatique,13537,36.025004,15045
SYSA340-A340_1505-14,Composants Critiques,A340_1505,Système de surveillance du trafic aérien,10023,52.460516000000005,17135
SYSA340-A340_1505-15,Composants Majeurs,A340_1505,Système hydraulique principal,14811,19.441412000000003,14197
GENA340-A340_1505-16,Composants Majeurs,A340_1505,Générateur électrique,13716,47.83467199999999,10833
TRAA340-A340_1505-17,Composants Majeurs,A340_1505,Train d'atterrissage principal,10389,51.48698800000001,12512
TRAA340-A340_1505-18,Composants Majeurs,A340_1505,Train d'atterrissage avant,13964,26.395888000000003,14173
SYSA340-A340_1505-19,Composants Majeurs,A340_1505,Système anti-givre,14807,16.277844000000005,13366
AILA340-A340_1505-20,Composants Majeurs,A340_1505,Ailerons,10524,26.687408,10290
EMPA340-A340_1505-21,Composants Majeurs,A340_1505,Empennage,13736,33.562512000000005,10528
FLAA340-A340_1505-22,Composants Majeurs,A340_1505,Flaps,11025,40.8143,14480
SPOA340-A340_1505-23,Composants Majeurs,A340_1505,Spoilers,13426,37.525992,12456
FREA340-A340_1505-24,Composants Majeurs,A340_1505,Freins,11015,33.095380000000006,12664
SYSA340-A340_1505-25,Composants Majeurs,A340_1505,Système de contrôle des surfaces de vol,11125,19.053500000000003,12191
GOUA340-A340_1505-26,Composants Majeurs,A340_1505,Gouvernail de direction,12643,46.277556,12059
SYSA340-A340_1505-27,Composants Majeurs,A340_1505,Système de pressurisation,11338,48.86349599999999,13233
SYSA340-A340_1505-28,Composants Majeurs,A340_1505,Système de conditionnement d'air,10343,42.165956,13453
SYSA340-A340_1505-29,Composants Majeurs,A340_1505,Système d'extinction d'incendie,11971,68.32813200000001,10109
ECLA340-A340_1505-30,Composants Secondaires,A340_1505,Éclairage de cabine,12779,58.01886800000001,4788
SIEA340-A340_1505-31,Composants Secondaires,A340_1505,Siège pilote,12106,56.358552,2151
SIEA340-A340_1505-32,Composants Secondaires,A340_1505,Siège copilote,14200,60.9064,3722
SYSA340-A340_1505-33,Composants Secondaires,A340_1505,Système de divertissement en vol,13985,59.61461999999999,2723
SYSA340-A340_1505-34,Composants Secondaires,A340_1505,Système d'annonce publique,13876,50.537392,2021
TOIA340-A340_1505-35,Composants Secondaires,A340_1505,Toilettes,13230,28.78116,4801
SYSA340-A340_1505-36,Composants Majeurs,A340_1505,Système de conditionnement d'air,10343,56.06595600000001,13453
DETA340-A340_1505-37,Composants Secondaires,A340_1505,Détecteurs de fumée,11066,36.65087199999999,2147
ECLA340-A340_1505-38,Composants Secondaires,A340_1505,Éclairage d'urgence,14359,60.088228000000015,4936
PORA340-A340_1505-39,Composants Secondaires,A340_1505,Porte cargo,11447,32.51072400000001,2850
SYSA340-A340_1505-40,Composants Secondaires,A340_1505,Systèmes d'oxygène d'urgence,13038,23.369896000000008,4745
PORA340-A340_1505-41,Composants Secondaires,A340_1505,Portes passagers,13107,37.89144399999999,3053
HUBA340-A340_1505-42,Composants Secondaires,A340_1505,Hublots,68978,31.178056,3593
ECLA340-A340_1505-43,Composants Secondaires,A340_1505,Éclairage de la cabine,10639,43.94998799999998,4965
SYSA340-A340_1505-44,Composants Secondaires,A340_1505,Système d'approvisionnement en eau,12796,64.174032,4701
REAA321-A321_5206-0,Composants Critiques,A321_5206,Réacteur gauche,13045,61.958315000000006,15552
REAA321-A321_5206-1,Composants Critiques,A321_5206,Réacteur droit,13626,47.230982,17559
SYSA321-A321_5206-2,Composants Critiques,A321_5206,Système de navigation,10541,20.508387,16514
ORDA321-A321_5206-3,Composants Critiques,A321_5206,Ordinateur de vol,10441,54.807687,16047
AUTA321-A321_5206-4,Composants Critiques,A321_5206,Autopilote,14847,31.242129,19362
SYSA321-A321_5206-5,Composants Critiques,A321_5206,Système de contrôle de vol,12580,28.58606,19492
RADA321-A321_5206-6,Composants Critiques,A321_5206,Radar météorologique,11923,13.417261,17567
SYSA321-A321_5206-7,Composants Critiques,A321_5206,Système de communication radio,10370,31.004590000000004,19214
SYSA321-A321_5206-8,Composants Critiques,A321_5206,Système de gestion de carburant,13219,15.473933000000002,18351
SYSA321-A321_5206-9,Composants Critiques,A321_5206,Système d'alerte de proximité au sol (GPWS),10423,31.936761,18680
SYSA321-A321_5206-10,Composants Critiques,A321_5206,Système de commande des gaz,11747,55.910429000000015,18091
UNIA321-A321_5206-11,Composants Critiques,A321_5206,Unité de gestion de l'air,13224,42.196968000000005,17834
SYSA321-A321_5206-12,Composants Critiques,A321_5206,Système de gestion électrique,10409,48.568263,16266
SYSA321-A321_5206-13,Composants Critiques,A321_5206,Système d'atterrissage automatique,13537,61.94695899999999,15045
SYSA321-A321_5206-14,Composants Critiques,A321_5206,Système de surveillance du trafic aérien,10023,22.103961,17135
SYSA321-A321_5206-15,Composants Majeurs,A321_5206,Système hydraulique principal,14811,63.440277,14197
GENA321-A321_5206-16,Composants Majeurs,A321_5206,Générateur électrique,13716,12.145612000000002,10833
TRAA321-A321_5206-17,Composants Majeurs,A321_5206,Train d'atterrissage principal,10389,55.816123000000005,12512
TRAA321-A321_5206-18,Composants Majeurs,A321_5206,Train d'atterrissage avant,13964,67.186148,14173
SYSA321-A321_5206-19,Composants Majeurs,A321_5206,Système anti-givre,14807,50.767849000000005,13366
AILA321-A321_5206-20,Composants Majeurs,A321_5206,Ailerons,10524,9.208068,10290
EMPA321-A321_5206-21,Composants Majeurs,A321_5206,Empennage,13736,17.337752000000002,10528
FLAA321-A321_5206-22,Composants Majeurs,A321_5206,Flaps,11025,59.39217500000001,14480
SPOA321-A321_5206-23,Composants Majeurs,A321_5206,Spoilers,13426,48.629582000000006,12456
FREA321-A321_5206-24,Composants Majeurs,A321_5206,Freins,11015,15.456105000000004,12664
SYSA321-A321_5206-25,Composants Majeurs,A321_5206,Système de contrôle des surfaces de vol,11125,15.512875,12191
GOUA321-A321_5206-26,Composants Majeurs,A321_5206,Gouvernail de direction,12643,42.334301,12059
SYSA321-A321_5206-27,Composants Majeurs,A321_5206,Système de pressurisation,11338,16.582165999999997,13233
SYSA321-A321_5206-28,Composants Majeurs,A321_5206,Système de conditionnement d'air,10343,14.668201000000003,13453
SYSA321-A321_5206-29,Composants Majeurs,A321_5206,Système d'extinction d'incendie,11971,8.846397,10109
ECLA321-A321_5206-30,Composants Secondaires,A321_5206,Éclairage de cabine,12779,59.766853000000005,4788
SIEA321-A321_5206-31,Composants Secondaires,A321_5206,Siège pilote,12106,9.688342000000002,2151
SIEA321-A321_5206-32,Composants Secondaires,A321_5206,Siège copilote,14200,63.5394,3722
SYSA321-A321_5206-33,Composants Secondaires,A321_5206,Système de divertissement en vol,13985,58.078895,2723
SYSA321-A321_5206-34,Composants Secondaires,A321_5206,Système d'annonce publique,13876,68.152732,2021
TOIA321-A321_5206-35,Composants Secondaires,A321_5206,Toilettes,13230,41.91061000000001,4801
SYSA321-A321_5206-36,Composants Majeurs,A321_5206,Système de conditionnement d'air,10343,35.198201,13453
DETA321-A321_5206-37,Composants Secondaires,A321_5206,Détecteurs de fumée,11066,64.697062,2147
ECLA321-A321_5206-38,Composants Secondaires,A321_5206,Éclairage d'urgence,14359,43.685913,4936
PORA321-A321_5206-39,Composants Secondaires,A321_5206,Porte cargo,11447,54.428328999999984,2850
SYSA321-A321_5206-40,Composants Secondaires,A321_5206,Systèmes d'oxygène d'urgence,13038,32.034066,4745
PORA321-A321_5206-41,Composants Secondaires,A321_5206,Portes passagers,13107,10.135949,3053
HUBA321-A321_5206-42,Composants Secondaires,A321_5206,Hublots,68978,0.965692,3593
ECLA321-A321_5206-43,Composants Secondaires,A321_5206,Éclairage de la cabine,10639,18.807873,4965
SYSA321-A321_5206-44,Composants Secondaires,A321_5206,Système d'approvisionnement en eau,12796,49.17717200000001,4701
REAB757-B757_4595-0,Composants Critiques,B757_4595,Réacteur gauche,13045,28.884615000000004,15552
REAB757-B757_4595-1,Composants Critiques,B757_4595,Réacteur droit,13626,50.828622,17559
SYSB757-B757_4595-2,Composants Critiques,B757_4595,Système de navigation,10541,23.504127000000004,16514
ORDB757-B757_4595-3,Composants Critiques,B757_4595,Ordinateur de vol,10441,24.50942700000001,16047
AUTB757-B757_4595-4,Composants Critiques,B757_4595,Autopilote,14847,55.240709,19362
SYSB757-B757_4595-5,Composants Critiques,B757_4595,Système de contrôle de vol,12580,39.49726,19492
